,loss,val_loss,accuracy,val_accuracy
0,0.5835383572450881,0.46334620917775504,0.7409207818439468,0.9125192901234568
1,0.5105128813182376,0.44577789183997324,0.8124871398686382,0.9030092594064312
2,0.4755249944488698,0.37531625047142125,0.8024562756711073,0.8780606997356494
3,0.38498127632180357,0.25464700619257036,0.7914480454146616,0.9025527263374485
4,0.34167907328762637,0.23253060993834287,0.8061856995394201,0.9051311729866781
5,0.3263576604088638,0.21457567311240813,0.816235854056637,0.9137409979423868
6,0.3266648808992449,0.2073411744072604,0.8124678497942387,0.9177662038508757
7,0.3229604929440306,0.2031523634683448,0.8168724279835391,0.9194958847736625
8,0.31924981994884005,0.2034810471497936,0.8191036523124318,0.9217142489711934
9,0.316362784293944,0.203797678704615,0.8206211419262514,0.9193415639331802
10,0.3158122272893725,0.19403288442902114,0.8220679011855105,0.9229102367726864
11,0.3140849877041554,0.18976563561723064,0.8211612654811561,0.9246720679012346
12,0.3090721152937461,0.18995521070412646,0.8221900720655182,0.9235210906821514
13,0.3146146399739348,0.1886198838613161,0.8186921295805724,0.9253858026163078
14,0.307685284028328,0.1848807020626441,0.8236947017932625,0.9256430042623983
15,0.3077888976889873,0.18457021551980893,0.821508487801493,0.9268068416128433
16,0.30571275471169274,0.1800010049937929,0.8233539094159632,0.9284979423868313
17,0.30408915012706944,0.17852549803723033,0.8242026748971193,0.9291795268961431
18,0.30201449315734363,0.17630281802190184,0.8258551955223083,0.9286329733982007
19,0.2989475734439897,0.17759077603556983,0.8262409979914441,0.9297839506172839
20,0.2961219695737823,0.17417750476932328,0.8286522634235429,0.9331275720164609
21,0.2990149794905274,0.1714080716540784,0.8265560701060197,0.9338413067315341
22,0.2918837825334612,0.1715543204190309,0.8301954733000861,0.9330375515875012
23,0.29813493598145224,0.16892487727442887,0.8262988684599292,0.9356738684599292
24,0.2946890932910236,0.17009851863845385,0.8264981996375347,0.9350694444935017
25,0.2913098464654797,0.16292655305484685,0.8301890433570485,0.9374035493827161
26,0.2959612573615808,0.1660299472234867,0.8263117283460044,0.9378986626004977
27,0.2889900243086089,0.1621640937195884,0.833635545316547,0.9338991769547325
28,0.2913153186869719,0.16025487630946156,0.8320280350284812,0.9390817902706288
29,0.287513386810758,0.1606967745678415,0.833789866402316,0.939094650156704
30,0.28896467648293256,0.15921815800568695,0.8322402263374485,0.9377957820401761
31,0.28912105855873094,0.1552211713705043,0.8330182614640443,0.9412937242798354
32,0.2879494430474293,0.15353263399483244,0.8326967594064312,0.9422325104352378
33,0.28504758539759084,0.15363234060781975,0.8322852366745718,0.9401105968549909
34,0.28233073792830415,0.15170440724725096,0.8335455246423007,0.9438078705175423
35,0.28275027221122395,0.15410761221660754,0.8353652264846205,0.9356352880658436
36,0.283381121394075,0.14967612425486246,0.8344650207233036,0.9439364713405876
37,0.2809151128976924,0.14757133606407377,0.8370113169214853,0.9468878600823045
38,0.27638069396156345,0.14709990796606237,0.8372685185675759,0.945897633892028
39,0.28135397582633015,0.14530014663689422,0.8355002572507034,0.9453189301883242
40,0.27494485553645304,0.14337004707367332,0.8385609567410661,0.9468235596707819
41,0.2750598235753338,0.14731907838411293,0.8388374487068427,0.9428047839506173
42,0.2767419755274867,0.13838397020113813,0.8364583334805052,0.9468235596707819
43,0.27329187328187526,0.14020345169943546,0.8402970678521773,0.9471129115226338
44,0.2756421743229093,0.14137122415220787,0.8363747427492966,0.9459876543209876
45,0.2763940274347494,0.1386312596469259,0.83688271609844,0.9497492283950617
46,0.2725277324149638,0.13611551058390503,0.8400205761316872,0.9480131172839507
47,0.27042186775325255,0.1335639490328208,0.8392939815305388,0.949974279835391
48,0.27107819908685643,0.13169389435783826,0.840380658583386,0.9508101851851852
49,0.27012667440092614,0.1299809335420529,0.8391975309132549,0.951195987654321
50,0.26964178718166587,0.13357399422445415,0.8398019548796822,0.9518711419753086
51,0.26715431347060103,0.12864588340552746,0.8443479937781032,0.951710390946502
52,0.26653596513555866,0.13024910959441965,0.8452739198021437,0.9509452161965547
53,0.26710387831362187,0.12795708087798008,0.8446502057613169,0.9555684156378601
54,0.2681088835123635,0.12844428958164322,0.8407471707328357,0.9529385289537563
55,0.26348397644704263,0.13057558680022205,0.8412294238192555,0.9470807613168725
56,0.26415287779927743,0.12586870863113875,0.8430298353418891,0.9536136832747439
57,0.2677416626072715,0.13329651387630667,0.8451710392418221,0.9530928497942387
58,0.26478730982223164,0.12463614234217892,0.8447595165099626,0.9539030351265958
59,0.26249792399229827,0.122600346129127,0.8451324588477366,0.953735853909465
60,0.2607831700471203,0.12153983496344138,0.84646990735835,0.9578832304526749
61,0.2651866079603203,0.12263556258607303,0.8422968107977031,0.953735853909465
62,0.2591616828991062,0.11938267559916885,0.8477752059084889,0.9589763374485597
63,0.26187758711875714,0.12605141089470298,0.8452096193906211,0.9555812757692219
64,0.2605844869167226,0.11763843493881049,0.8450167181560532,0.9600694444444444
65,0.26075364416273533,0.11774362729471406,0.8445601853323571,0.9581404320987654
66,0.26127115241539334,0.12663744538332578,0.8466113683127572,0.9442193930041153
67,0.259063210445667,0.11637889975566923,0.8443094136293042,0.9565007716049383
