,loss,val_loss,accuracy,val_accuracy
0,0.47422236332922807,0.30290972217610834,0.8680684156869174,0.8929719650205762
1,0.22920106302318258,0.19357921039003403,0.9072852367726864,0.920556841563786
2,0.19977188404695487,0.18549854740684416,0.9194380145504641,0.9223894032921811
3,0.18990633090950335,0.1738901767005891,0.9223251028806584,0.9269868827160493
4,0.1808516356189555,0.16693583429779535,0.9258616255144033,0.9295588991769548
5,0.17438669147069563,0.16050848588654043,0.9306584363611637,0.9321373458261843
6,0.1650364007417557,0.14940660620115911,0.9330761317363001,0.9396219135802469
7,0.15889286646933712,0.13685154576437095,0.9372106481481481,0.9446051954732511
8,0.15050838566663075,0.13374348939875516,0.9403613683127572,0.9444444444444444
9,0.14557020311002378,0.12379901479055852,0.9417245370860944,0.9493377059084889
10,0.14083481293340278,0.12787121328920004,0.9456404322459374,0.9497492283950617
11,0.1377911056437886,0.11528033665822121,0.9451517489711934,0.9541538065843621
12,0.12740377746062514,0.10616270544720285,0.9493634259259259,0.9581468622870897
13,0.12155818732248412,0.1008712732397909,0.9526748971193416,0.9585583847736625
14,0.1190199467196386,0.09979046746291251,0.9528677983539094,0.9617798355381184
15,0.11337059766912656,0.09353233320416246,0.9553240741231314,0.9642554013817398
16,0.10409142672938942,0.08404317442251086,0.9594907407407407,0.9682998971193416
17,0.1037639157363662,0.08785422132522971,0.9604938273076657,0.9654385288065843
18,0.10241413192340622,0.07456233797004684,0.9609375,0.9716113683127572
19,0.09590438059665293,0.0700257366500151,0.9624292695963824,0.9744084362139918
20,0.08907548813417615,0.08114041721471298,0.9655092594064312,0.9672710905349794
21,0.0860551684297652,0.05984450508016372,0.9658243312757202,0.9776298869784477
22,0.08448923850593007,0.06423915579240509,0.967431841563786,0.97573302483853
23,0.08018814284987606,0.06385849640846497,0.9689429012345679,0.9723186728395061
24,0.07936781702310215,0.054878162036155476,0.9684413580737486,0.979713220164609
25,0.07406911936899026,0.047806233987825394,0.9700038580246914,0.982445987654321
26,0.07031850919985967,0.04458320387658268,0.972608024691358,0.9845679012345679
27,0.06579931345797017,0.042834036175708703,0.9744727366255144,0.9840534979423868
28,0.062118969313463064,0.038522026034018386,0.9758230452674898,0.9884580761316872
29,0.0630169357498916,0.03763730910370977,0.9763052983539094,0.9885545267489712
30,0.06181963484560871,0.035669975529363525,0.9764338991769548,0.9877507716049383
31,0.055517158436075374,0.031694732987755,0.9776877572016461,0.9873971193415638
32,0.04981812558025735,0.030348949736068522,0.9790187757692219,0.9903870884773662
33,0.05368847153896903,0.027506590498910275,0.9794881687242798,0.9928948045267489
34,0.047586527534227804,0.02668710550247335,0.9812885802469136,0.9894225823045267
35,0.04592131058888609,0.025086998630989604,0.981835133744856,0.9892939814814815
36,0.044732810038337366,0.019712581609686215,0.9828317901234568,0.9918338477366255
37,0.0432277497693651,0.02530086983448956,0.982960390946502,0.9901298868312757
38,0.041535395824200946,0.01739998643311438,0.984375,0.9943415637860082
39,0.03819452692589765,0.015309526566590589,0.9858860596707819,0.996752829218107
40,0.03886868706770211,0.018389093633568672,0.9853137861554024,0.994116512345679
41,0.03791741496086151,0.016151696687886193,0.9862718621399177,0.9962705761316872
42,0.032269637359099254,0.009742888993269347,0.9881365740740741,0.9985532407407407
43,0.030488996556373178,0.012947284606918491,0.988940329218107,0.9952739197530864
44,0.028751550200146168,0.008160089833656884,0.9889081790123457,0.9979745370370371
45,0.025477211110374348,0.006773936564635501,0.9905799897119342,0.9983603395061729
46,0.029244262299216794,0.029298106019687936,0.9891010802469136,0.9922839506172839
47,0.027727293436522808,0.005766709154656678,0.9901298868312757,0.9988425925925926
48,0.028497641983752448,0.007527395665363903,0.9896797839506173,0.9985532407407407
49,0.0224612961454248,0.008021201329725438,0.9924447016460906,0.9988747427983539
50,0.025240102641069122,0.01055367038740466,0.9899691358024691,0.9981995884773662
51,0.0257299822882592,0.006745728420250792,0.9920653293652789,0.9989390432098766
52,0.0292981279805042,0.006475452777024829,0.9891975308641975,0.9981674382716049
53,0.02372296065814712,0.005219045392112565,0.9912229938271605,0.9985210905349794
54,0.024425465631808457,0.008751109205071389,0.990747170929065,0.9970421810699589
55,0.0240554246326307,0.005576691724749956,0.9912229938271605,0.9989390432098766
56,0.022934816288740226,0.006835295555733696,0.9916087962962963,0.9980066872427984
57,0.02136838216123309,0.0054990782134413125,0.9925733024691358,0.9992605452674898
58,0.02051441398474214,0.005165980534159498,0.9921553497942387,0.9992926954732511
59,0.02219796912919983,0.004517382262332112,0.9918981481481481,0.9992926954732511
60,0.017720806473166536,0.0039864340725087105,0.9935378086419753,0.9996141975308642
61,0.015943180325938344,0.0033812436286921503,0.9937950102880658,0.9992605452674898
62,0.015721175636389053,0.003573152118930131,0.9940522119341564,0.9996784979423868
63,0.016427092739465212,0.003394681339797577,0.9943479939743325,0.9996141975308642
64,0.01639885392323627,0.00240179586183297,0.9938335906821514,0.9997427983539094
65,0.013186115975139103,0.0021316277601532425,0.9951453189300411,0.9997106481481481
66,0.015426271188425931,0.003432071407362934,0.9943094135802469,0.9994534465020576
67,0.01994511365546527,0.005087541161991955,0.9918981481481481,0.9988747427983539
68,0.017213923452980028,0.0018907768771072961,0.9933770576131687,0.9997427983539094
69,0.01592827196495987,0.0023937868786766863,0.9938271604938271,0.9995820473251029
70,0.012742755980557357,0.0016002255473967623,0.9952417695473251,0.9997427983539094
